customer_id,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,product_id,product_name,recommendation_score,recommendation_confidence,recommendation_reason,campaign_objective,marketing_angle,campaign_priority,recommendation_strength,campaign_context_ready,subject,headline,campaign_body,cta,generation_source,variant_a_subject,variant_a_headline,variant_a_body,variant_a_cta,variant_b_subject,variant_b_headline,variant_b_body,variant_b_cta,variant_a_strategy,variant_b_strategy
C000029,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.4031373220274633,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.4031373220274633,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000030,At Risk,At-Risk Declining Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2099605158753227,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2099605158753227,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000031,At Risk,At-Risk Engagement Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2742471372049131,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2742471372049131,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000032,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3748945043261238,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.3748945043261238,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000033,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2322877267548394,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2322877267548394,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000034,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.3641809251989278,Low,financial capacity and transaction activity support borrowing needs,Retention,Strengthen the customer relationship while highlight flexible financing and convenience,Priority 3,0.3641809251989278,True,Discover more value with Personal Loan,Benefits designed around your banking needs,Explore Personal Loan and discover an option designed to support your evolving financial needs.,Explore Personal Loan,Fallback,Discover more value with Personal Loan,More value for your banking journey,Explore Personal Loan and discover an option that may complement your evolving financial needs.,Explore Personal Loan,Keep exploring your options with Personal Loan,Consider your next banking opportunity,Take a closer look at Personal Loan and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000035,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3573808392530136,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.3573808392530136,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000036,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3893780903669576,Low,customer profile indicates potential protection needs,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 3,0.3893780903669576,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000037,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.5210247336110845,Low,financial capacity and transaction activity support borrowing needs; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.5210247336110845,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000038,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.5167905392376315,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.5167905392376315,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000039,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.4205846316858137,Low,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.4205846316858137,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000040,Core Active,Core Digital Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.3852216225717786,Low,financial capacity and transaction activity support borrowing needs; strong digital affinity,Retention,Strengthen the customer relationship while highlight flexible financing and convenience,Priority 3,0.3852216225717786,True,Discover more value with Personal Loan,Benefits designed around your banking needs,Explore Personal Loan and discover an option designed to support your evolving financial needs.,Explore Personal Loan,Fallback,Discover more value with Personal Loan,More value for your banking journey,Explore Personal Loan and discover an option that may complement your evolving financial needs.,Explore Personal Loan,Keep exploring your options with Personal Loan,Consider your next banking opportunity,Take a closer look at Personal Loan and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000041,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3909509482596552,Low,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.3909509482596552,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000042,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.5897276803804345,Medium,customer profile supports premium banking services; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.5897276803804345,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000043,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4824079880055952,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4824079880055952,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000044,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.7326813949851788,Medium,financial capacity and transaction activity support borrowing needs; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.7326813949851788,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
